,亚洲ETF-iShares MSCI,MSCI全球ETF-iShares,iShares MSCI ACWI ex US ETF,债券指数ETF-iShares Barclays综合国债,Alerian MLP ETF,债券指数ETF-Vanguard美国,短期国债指数ETF-Vanguard,道琼斯指数ETF,三倍做空黄金矿业指数ETF-Direxion,日本股利指数ETF-WisdomTree,新兴市场ETF-iShares MSCI,iShares Edge MSCI Min Vol EAFE ETF,欧澳远东指数 ETF-iShares MSCI,iShares JPMorgan USD Emerging Markets Bond ETF,印度收入指数ETF-WisdomTree,三倍做多能源ETF-Direxion,澳大利亚ETF-iShares MSCI,加拿大ETF-iShares MSCI,德国ETF-iShares MSCI,香港ETF-iShares MSCI,日本ETF-iShares MSCI,台湾ETF-iShares MSCI,墨西哥投资指数ETF-iShares MSCI,韩国ETF-iShares MSCI,巴西ETF-iShares MSCI,欧盟国家ETF-iShares MSCI,金融指数ETF-Direxion三倍做多罗素金融股,中国大盘股ETF-iShares,小型黄金矿业ETF(Market Vectors),黄金矿业ETF(Market Vectors),SPDR黄金ETF,债券指数ETF-iShares iBoxx高收益公司债,PIMCO 0-5 Year High YieldCorporate Bond Index ETF,黄金信托ETF(iShares),生物科技指数ETF-iShares Nasdaq,iShares Core MSCI EAFE ETF,债券指数ETF-iShares Barclays 7-10年,标普中型股400指数ETF-iShares,标普小型股600指数ETF-iShares,房屋建筑指数ETF-iShares Dow Jones,标普500价值指数ETF-iShares,标普500指数ETF,标普500成长股指数ETF-iShares,罗素1000指数ETF-iShares,罗素1000价值指数ETF-iShares,罗素1000成长指数ETF-iShares,罗素2000指数ETF,罗素2000价值股指数ETF-iShares,罗素2000成长股指数ETF,房地产指数ETF-iShares道琼斯,金矿指数三倍做空ETF,债券指数ETF-SPDR Barclays高收益债,金矿指数三倍做多ETF,银行指数ETF-SPDR KBW,区域银行指数ETF-SPDR KBW,债券指数ETF-iShares iBoxx投资级公司债,中国ETF-iShares MSCI,标普中型股400指数ETF-SPDR,三倍做多黄金矿业指数ETF-Direxion,标普100指数ETF-iShares,石油服务ETF,优先股指数ETF-iShares S&P,纳指两倍做空ETF,纳指两倍做多ETF,纳指ETF,平均加权指数ETF-Rydex S&P,俄罗斯ETF-Market Vectors,Schwab U.S. TIPs ETF,道指三倍做空ETF-ProShares,标普500两倍做空ETF,债券指数ETF-iShares Barclays 1-3年国,标普500反向ETF,白银ETF(iShares),半导体指数ETF-HOLDRs,三倍做多半导体ETF-Direxion Daily,iShares费城交易所半导体ETF,标普500三倍做空ETF,标普500指数ETF,纳指三倍做空ETF,标普500两倍做多ETF,0.5倍做空波动率指数短期期货ETF,债券20+美国债指数ETF-ProShares两倍做空,通胀债券指数ETF-iShares Barclays,债券20+美公债指数ETF-iShares Barcla,罗素2000指数三倍做多ETF-Direxion,纳指三倍做多ETF,罗素2000指数三倍做空ETF,二倍做多彭博原油ETF,道指三倍做多ETF-ProShares,三倍做多标普500ETF,美国原油ETF,1.5倍做多波动率指数短期期货ETF-ProShares,EAFE指数ETF-Vanguard MSCI,非美地区ETF-Vanguard FTSE,欧洲ETF-Vanguard MSCI,股利增长指数ETF-Vanguard,不动产信托指数ETF-Vanguard,Vanguard S&P 500 ETF,大盘指数ETF-Vanguard MSCI,Vanguard Value ETF,Vanguard Total World Stock ETF,成长股指数ETF-Vanguard MSCI,新兴市场ETF-Vanguard MSCI,SPDR S&P Biotech ETF,房屋建筑商指数ETF-SPDR,材料ETF,能源ETF,金融ETF,工业ETF,高科技指数ETF-SPDR,消费品指数ETF-SPDR主要消费品,公共事业指数ETF-SPDR,健康照护类股ETF-SPDR,消费品指数ETF-SPDR可选消费品,金属与采矿指数ETF-SPDR,油气开采指数ETF-SPDR S&P,零售指数ETF-SPDR标普
1519880400000,76.61,71.88,49.45,106.63,10.17,79.52,78.35,245.98,27.81,55.16,47.93,72.34,69.09,111.79,26.77,26.38,22.67,27.61,31.81,25.6,59.3,36.8,50.17,71.72,45.47,43.14,66.97,47.26,31.89,21.57,124.72,85.27,99.76,12.62,107.04,65.165,102.45,185.92,75.43,38.44,110.94,269.7,157.84,148.89,121.39,138.36,149.95,120.91,187.37,73.1,57.32,35.89,13.52,49.19,61.56,116.62,68.98,338.26,23.25,119.01,23.84,37.32,47.04,80.81,164.48,99.75,23.15,54.58,18.89,40.3,83.47,30.01,15.54,104.84,160.77,181.96,43.8,267.7,17.51,108.8,11.87,37.86,112.26,119.32,65.28,52.7433,12.59,24.55,90.62,137.43,12.35,18.84,44.01,54.16,58.0,101.52,73.42,246.05,137.35,104.97,73.96,143.92,47.16,89.52,40.15,59.02,66.64,28.37,75.15,67.04,53.29,49.07,82.8,102.95,36.96,33.4,44.85
1519966800000,76.9,72.21,49.62,106.46,10.15,79.37,78.28,245.35,28.1,55.47,48.13,72.66,69.42,112.17,26.82,26.76,22.74,27.48,31.81,25.62,59.97,37.03,50.11,72.3,45.6,43.21,67.65,47.26,31.73,21.49,125.39,85.75,99.93,12.68,109.65,65.42,102.07,187.84,76.67,38.58,111.43,271.2,158.82,149.81,122.08,139.2,152.35,122.35,191.1,72.97,58.11,36.0,13.36,49.88,62.56,116.25,68.98,341.78,23.05,119.48,24.05,37.27,46.32,82.22,165.99,100.41,23.25,54.45,19.08,39.9,83.43,29.85,15.56,106.48,169.08,185.05,43.08,269.08,17.05,109.91,12.11,38.49,112.17,118.35,68.42,54.1933,11.99,24.57,89.93,139.55,12.37,17.75,44.14,54.37,58.06,101.85,73.39,247.36,138.24,105.45,74.31,144.86,47.28,91.96,40.26,58.96,66.95,28.44,75.13,67.68,53.74,48.94,83.64,103.05,37.15,34.14,45.31
1520226000000,76.69,72.78,49.82,106.4,10.21,79.32,78.3,248.84,27.6,55.89,48.2,73.06,69.79,112.0,26.89,27.58,22.84,27.56,32.27,25.33,60.24,37.1,50.27,71.95,45.92,43.47,70.38,47.25,31.81,21.65,125.18,85.75,99.9,12.66,110.86,65.82,101.94,189.79,77.23,38.94,112.76,274.2,160.6,151.5,123.55,140.71,153.71,123.64,192.5,73.79,57.77,35.98,13.42,50.49,63.31,116.21,69.07,345.37,23.52,120.84,24.43,37.42,45.24,84.0,167.83,101.62,23.53,54.43,18.25,38.98,83.425,29.53,15.49,107.71,173.69,186.71,41.64,272.19,16.51,112.41,12.41,38.7,112.1,118.03,70.13,55.8933,11.68,25.49,93.63,144.26,12.59,16.54,44.32,54.59,58.46,102.91,74.22,250.2,139.8,106.67,74.91,146.48,47.42,93.38,40.7,59.74,67.66,28.84,76.03,68.37,54.21,49.94,84.4,104.28,36.92,34.76,45.53
1520312400000,77.54,73.16,50.21,106.42,10.15,79.35,78.29,248.84,26.06,56.16,48.65,73.45,70.2,112.17,26.63,27.63,23.02,27.74,32.46,25.48,60.61,37.5,50.62,74.49,46.24,43.77,71.18,47.62,32.4,22.01,126.53,85.87,100.11,12.8,111.12,66.28,101.93,191.81,78.16,39.67,113.03,274.95,161.04,151.98,123.83,141.24,155.37,124.91,194.76,74.26,54.35,36.03,14.16,51.06,64.18,116.31,69.77,349.04,24.87,120.86,24.5,37.51,44.84,84.7,168.54,102.07,23.14,54.44,18.25,38.8,83.41,29.44,15.78,109.29,181.54,189.52,41.4,272.88,16.29,112.97,12.37,38.61,112.07,118.14,72.39,56.6,11.32,25.41,93.76,145.4,12.57,16.72,44.69,55.0,58.91,103.23,74.57,250.83,140.31,106.81,75.35,147.11,47.56,93.65,41.36,60.4,67.7,28.96,76.37,68.52,54.25,49.27,84.28,105.0,37.6,34.44,46.17
1520398800000,77.53,73.11,50.13,106.4,10.09,79.33,78.3,248.11,27.69,55.57,48.7,73.51,70.18,112.05,26.43,26.99,22.87,27.63,32.72,25.29,60.1,37.53,50.49,74.29,45.62,44.0,71.27,47.5,31.67,21.57,125.72,85.66,99.94,12.71,111.8,66.18,101.93,192.3,78.73,39.68,112.61,274.85,161.45,151.98,123.63,141.49,156.74,125.66,196.78,74.64,58.18,35.94,13.22,51.3,64.48,116.27,69.98,349.77,23.29,120.83,24.29,37.57,44.68,85.08,168.93,101.98,23.01,54.44,18.4,38.82,83.41,29.46,15.53,109.76,182.97,190.13,41.4,272.78,16.17,112.84,12.41,38.73,112.07,118.01,74.28,57.0233,11.02,24.54,92.86,145.24,12.35,16.46,44.64,54.93,59.06,103.12,75.03,250.72,140.43,106.64,75.26,147.36,47.55,94.83,41.2,60.18,67.19,28.91,76.36,68.9,53.76,48.9,84.71,104.29,37.68,34.09,45.54
1520485200000,77.83,73.38,50.24,106.57,10.02,79.42,78.36,249.14,27.41,55.95,48.71,73.74,70.33,112.06,26.49,26.98,22.9,27.74,32.68,25.71,60.47,37.64,51.37,74.05,45.05,44.02,71.87,47.68,31.77,21.65,125.42,85.76,100.04,12.69,112.62,66.415,102.14,191.93,78.61,39.5,113.0,276.13,162.37,152.64,123.96,142.23,156.42,124.97,197.08,75.02,57.69,35.97,13.31,50.92,63.97,116.5,70.26,349.13,23.41,121.43,24.43,37.59,44.16,86.03,169.86,102.33,23.07,54.53,18.21,38.47,83.43,29.32,15.55,109.81,183.75,190.3,40.84,274.1,15.92,113.9,12.64,38.3,112.18,118.69,73.87,57.8733,11.07,23.77,93.98,147.18,12.15,15.54,44.77,55.05,59.14,103.62,75.17,251.89,140.96,106.95,75.55,148.27,47.58,94.99,41.2,60.23,67.17,29.0,76.76,69.2,54.25,49.26,85.28,104.62,36.91,34.03,44.77
1520571600000,79.54,74.33,50.74,106.37,10.21,79.32,78.28,253.56,27.73,56.39,49.75,74.18,70.78,112.28,26.82,28.5,23.31,28.02,32.79,26.14,60.62,38.19,51.87,76.2,45.99,44.19,76.18,49.01,31.72,21.57,125.54,86.07,100.52,12.7,114.36,66.8,101.92,195.08,79.81,40.18,114.83,280.82,165.33,155.2,125.98,144.67,158.92,126.96,200.2,75.49,57.9,36.09,13.25,51.86,65.03,116.09,72.1,354.91,23.2,123.54,25.04,37.56,42.56,89.3,173.16,103.92,23.48,54.39,17.25,37.15,83.39,28.83,15.63,111.93,195.2,194.25,38.72,278.87,15.02,117.81,13.23,38.8,112.01,117.91,77.28,61.2433,10.56,25.04,98.87,154.84,12.47,13.67,45.1,55.59,59.47,105.36,75.58,256.25,143.3,108.76,76.5,150.89,48.43,96.45,42.04,61.32,68.45,29.7,78.45,70.51,54.6,49.4,86.51,106.24,36.74,34.77,45.45
1520827200000,79.78,74.36,50.82,106.43,10.44,79.4,78.3,251.96,26.98,56.43,49.87,74.34,70.86,112.26,26.98,28.45,23.3,28.0,32.94,26.31,60.68,38.53,52.06,76.2,46.22,44.3,75.83,49.12,31.99,21.76,125.54,85.93,100.27,12.7,114.73,66.96,102.16,195.29,80.11,40.43,114.61,280.59,165.3,155.08,125.78,144.72,159.2,127.31,200.59,75.87,56.6,36.05,13.53,51.57,64.91,116.24,72.39,355.25,23.78,123.41,25.07,37.54,42.12,90.12,174.08,103.78,23.35,54.41,17.54,37.23,83.43,28.85,15.61,113.07,201.28,196.31,38.88,278.52,14.8,117.59,12.85,38.34,112.09,118.59,77.8,62.16,10.49,24.57,97.11,154.29,12.37,14.53,45.17,55.67,59.55,105.02,75.91,256.0,143.22,108.41,76.58,151.11,48.6,96.98,42.09,61.17,68.43,29.6,77.48,70.73,54.5,49.61,86.14,106.59,37.14,34.81,45.3
1520913600000,79.21,73.86,50.41,106.57,10.43,79.42,78.33,250.22,27.27,56.26,49.42,74.03,70.39,112.08,27.0,27.85,23.0,27.77,32.4,26.07,60.58,38.51,51.86,75.79,45.77,43.88,74.03,48.43,31.83,21.67,125.78,85.66,100.09,12.73,113.92,66.47,102.33,194.18,79.85,40.66,113.97,278.77,164.08,154.13,125.09,143.68,158.46,126.81,199.45,75.99,57.19,35.94,13.38,51.14,64.47,116.25,71.18,353.32,23.64,122.51,24.7,37.6,43.12,87.9,171.71,103.34,22.94,54.47,17.93,37.73,83.45,29.04,15.61,111.49,191.88,193.28,39.64,276.72,15.34,116.09,12.74,37.91,112.18,119.19,76.6,59.9033,10.64,24.08,95.14,151.32,12.24,14.97,44.89,55.27,59.04,104.71,75.98,254.31,142.33,107.74,76.05,150.05,48.13,95.94,42.17,60.92,67.94,29.27,77.1,69.92,54.46,49.72,86.25,105.84,37.05,34.66,45.19
1521000000000,79.49,73.71,50.555,106.75,10.26,79.59,78.36,247.88,27.15,56.37,49.5,74.2,70.56,112.33,26.93,27.37,23.1,27.86,32.55,26.01,60.84,38.49,51.6,76.41,45.7,44.01,72.45,48.71,31.84,21.73,125.7,85.56,100.02,12.72,113.78,66.66,102.53,193.21,79.47,40.11,113.12,277.34,163.58,153.34,124.24,143.2,157.71,125.88,198.92,76.05,57.19,35.9,13.38,50.44,63.53,116.51,71.73,351.5,23.71,121.81,24.65,37.62,43.24,87.83,171.68,102.72,22.76,54.61,18.45,38.1,83.44,29.19,15.61,111.55,191.8,193.26,40.28,275.3,15.37,114.86,12.62,37.32,112.37,120.24,75.61,59.7,10.79,24.25,92.44,148.9,12.28,15.45,44.96,55.39,59.16,103.77,76.05,252.97,141.61,106.98,75.97,149.62,48.19,95.52,41.68,60.17,67.54,28.94,76.26,69.86,53.91,50.23,85.83,105.71,36.36,34.53,44.93
1521086400000,79.64,73.68,50.54,106.76,9.74,79.6,78.35,249.0,28.15,56.41,49.32,74.09,70.52,112.24,26.71,26.92,22.85,27.71,32.65,26.06,60.96,38.59,50.86,76.15,44.66,44.0,72.45,49.01,31.53,21.45,124.9,85.62,99.94,12.64,112.67,66.62,102.49,192.5,79.12,39.61,112.95,277.05,163.5,153.13,124.02,143.08,156.92,125.44,197.58,76.03,58.88,35.92,13.03,50.59,63.79,116.63,72.54,350.13,22.85,121.78,24.05,37.66,43.28,87.59,171.53,102.45,22.54,54.58,18.2,38.19,83.45,29.22,15.45,111.45,191.24,193.11,40.44,275.0,15.43,114.62,12.78,37.28,112.38,120.24,74.48,59.4333,10.96,24.5,93.63,148.37,12.34,14.74,44.95,55.33,59.17,103.66,76.03,252.73,141.42,106.96,75.85,149.39,48.0,94.03,41.32,59.38,67.19,28.95,76.48,69.9,53.53,50.2,85.69,105.6,36.21,34.06,44.65
1521172800000,79.51,73.65,50.45,106.7,9.89,79.53,78.3,249.1,28.31,55.99,49.21,74.09,70.47,112.23,26.41,27.64,22.77,27.67,32.63,26.01,60.69,38.48,50.43,76.28,44.61,44.04,73.17,49.19,31.41,21.43,124.6,85.8,100.1,12.61,112.74,66.48,102.37,193.7,79.71,39.95,113.23,277.3,163.47,153.39,124.38,143.1,157.8,126.37,198.21,76.48,59.62,35.97,12.84,50.62,63.95,116.76,72.64,351.57,22.71,121.72,24.53,37.67,43.52,87.17,171.02,102.44,22.81,54.52,18.09,38.12,83.41,29.19,15.39,111.41,191.09,193.03,40.24,274.2,15.54,114.83,12.91,37.58,112.19,119.81,75.58,59.04,10.79,25.35,94.21,148.88,12.55,14.36,44.89,55.22,59.17,103.93,76.56,252.99,141.66,107.22,75.86,149.29,47.85,93.57,41.54,59.15,67.31,28.87,76.58,69.61,53.25,50.25,85.39,105.18,36.65,34.42,44.74
1521432000000,78.62,72.87,49.98,106.59,9.52,79.47,78.29,245.91,28.06,55.03,48.68,73.57,69.9,111.76,25.95,26.33,22.59,27.5,32.39,25.91,59.66,38.23,49.82,74.85,44.2,43.83,71.26,48.57,31.73,21.51,124.87,85.45,99.73,12.64,110.48,65.99,102.27,191.95,79.01,39.76,111.96,273.58,160.94,151.34,122.99,140.92,156.28,125.42,196.27,75.77,57.93,35.85,13.2,50.28,63.49,116.37,71.57,348.34,23.09,119.87,24.02,37.63,45.4,83.47,167.1,101.29,22.52,54.43,18.75,39.15,83.41,29.6,15.39,109.6,180.02,189.35,41.84,270.49,16.52,111.75,12.3,37.8,112.12,119.43,73.54,55.3333,11.08,25.27,90.63,142.81,12.55,16.4,44.52,54.76,58.87,102.85,75.9,249.61,139.84,106.0,75.06,146.93,47.4,91.89,41.17,58.3,66.27,28.66,75.99,68.23,52.73,49.94,84.01,103.87,35.57,33.56,44.4
1521518400000,79.47,72.97,50.13,106.42,9.45,79.37,78.21,247.1,28.82,55.62,49.22,73.48,69.89,111.53,26.05,27.03,22.51,27.6,32.42,25.99,60.0,38.51,50.02,75.85,43.92,43.765,71.79,49.23,31.38,21.27,124.31,85.62,99.94,12.58,110.54,65.98,102.07,192.12,78.99,39.57,111.88,274.06,161.5,151.54,122.93,141.5,156.24,124.98,196.84,75.71,59.61,35.9,12.81,50.16,63.24,115.96,72.86,348.63,22.28,119.96,24.18,37.52,45.16,83.94,167.65,101.4,22.73,54.41,18.5,39.02,83.38,29.54,15.28,110.34,184.23,190.74,41.68,270.95,16.4,112.1,12.47,38.1,111.95,118.95,73.55,55.74,11.07,26.32,91.92,143.45,12.81,15.87,44.56,54.88,58.77,103.23,75.64,250.05,140.05,105.95,75.24,147.58,47.81,92.11,40.99,58.24,66.83,28.73,76.25,68.2,52.58,49.71,84.13,104.49,35.28,34.07,44.05
1521604800000,79.55,73.04,50.27,106.41,9.63,79.37,78.25,246.62,26.49,55.4,49.51,73.66,70.0,111.87,26.3,29.12,22.74,28.02,32.45,25.92,60.08,38.68,51.51,76.49,44.98,43.76,71.19,49.0,32.51,21.86,126.48,85.65,99.83,12.8,110.67,66.11,102.14,192.68,79.33,40.22,112.04,273.56,160.73,151.35,123.09,140.87,157.15,125.67,197.92,75.13,53.37,35.93,14.14,50.28,63.34,115.89,72.18,349.63,24.12,119.65,25.27,37.59,45.4,83.16,166.92,101.43,23.29,54.52,18.57,39.1,83.44,29.55,15.65,110.57,185.48,191.1,41.8,270.43,16.58,111.44,12.53,37.98,112.19,119.08,74.67,54.9333,10.89,27.87,91.16,142.62,13.18,15.59,44.67,55.05,58.87,103.12,75.08,249.47,139.93,105.89,75.3,147.13,48.07,93.04,41.43,58.9,68.58,28.72,76.34,67.79,51.93,49.54,83.77,104.41,36.16,35.49,44.06
1521691200000,76.82,71.31,49.2,106.61,9.38,79.5,78.34,239.36,27.7,54.42,47.86,72.7,68.7,111.54,25.78,27.33,22.16,27.46,31.7,25.25,59.53,37.81,50.76,74.28,43.91,42.82,64.78,47.12,32.07,21.5,125.98,85.14,99.34,12.75,108.13,64.91,102.56,187.19,77.46,39.31,108.79,265.47,156.02,146.99,119.49,136.8,153.35,122.59,193.16,74.08,55.35,35.71,13.59,48.41,61.04,116.09,68.53,340.86,23.07,115.98,24.38,37.47,47.76,79.02,162.8,99.18,22.62,54.62,20.21,41.04,83.48,30.31,15.44,107.59,170.25,185.7,45.04,263.67,17.8,105.91,11.69,37.27,112.52,120.26,69.83,50.92,11.59,26.89,83.17,133.15,12.95,18.68,43.85,53.85,57.55,100.53,74.64,243.27,135.95,102.67,73.54,143.06,46.55,90.26,40.59,57.14,67.18,27.66,73.82,66.04,51.5,49.76,81.36,102.19,34.01,34.74,43.37
1521777600000,75.23,70.09,48.55,106.61,9.31,79.52,78.35,235.13,25.4,52.91,46.89,72.18,67.94,111.09,25.51,26.85,21.87,27.19,31.31,24.85,58.28,37.12,49.95,71.83,43.86,42.4,59.68,45.97,32.78,22.12,127.61,84.92,99.2,12.93,105.29,64.18,102.7,183.45,75.79,38.89,106.61,259.83,152.5,143.9,117.01,133.93,150.05,119.82,188.93,72.9,51.83,35.62,14.45,46.75,58.91,115.72,67.09,334.17,24.99,113.47,24.14,37.43,50.24,74.82,158.51,97.29,22.5,54.65,21.31,42.84,83.5,30.94,15.58,104.1,153.22,179.52,47.92,258.05,19.21,101.35,11.41,37.32,112.58,120.17,65.28,46.8067,12.36,28.29,78.71,123.29,13.28,20.24,43.31,53.22,57.2,98.9,73.31,238.09,133.1,100.47,72.3,140.0,45.87,88.6,39.89,56.02,66.77,26.82,72.74,64.28,50.86,49.06,79.67,100.18,33.71,34.7,42.96
1522036800000,77.74,71.73,49.55,106.57,9.34,79.47,78.3,241.82,24.31,54.07,48.41,73.09,69.16,111.76,26.12,28.25,22.26,27.38,31.95,25.51,59.11,38.41,51.15,74.43,44.53,43.26,64.71,47.74,32.96,22.44,128.28,85.47,99.63,12.99,108.11,65.35,102.42,187.53,77.5,39.84,109.05,267.0,157.29,147.73,119.8,137.88,153.33,122.34,193.32,73.82,50.95,35.84,14.7,48.31,60.83,116.13,69.79,341.5,26.0,116.68,24.32,37.43,46.48,80.45,164.4,99.53,22.48,54.59,19.51,40.48,83.46,30.1,15.72,108.24,172.49,187.01,43.92,265.11,17.07,106.95,11.83,37.59,112.38,119.71,69.57,52.0733,11.55,27.98,85.45,133.5,13.21,17.97,43.92,54.16,58.07,101.12,73.43,243.53,136.61,103.24,73.74,143.82,47.16,91.05,40.93,57.17,67.97,27.69,74.5,66.72,51.59,49.57,81.32,103.14,34.34,35.35,44.32
1522123200000,76.56,70.7,49.07,106.88,9.24,79.74,78.43,238.29,25.72,54.2,47.53,72.76,68.65,111.93,26.0,27.48,21.83,27.18,31.59,25.18,59.25,37.89,50.65,72.97,43.35,42.75,61.42,47.06,32.41,21.99,127.49,85.39,99.59,12.91,105.12,64.85,103.0,184.66,76.19,39.2,107.99,262.32,153.5,145.18,118.52,134.69,150.36,120.42,189.05,74.02,53.48,35.79,13.97,47.23,59.49,116.55,68.32,336.38,24.72,114.47,23.83,37.4,49.52,75.14,159.08,98.35,22.28,54.82,20.32,41.91,83.52,30.64,15.57,104.51,153.26,180.13,46.28,260.6,18.73,103.16,11.41,36.85,112.81,120.99,65.55,47.08,12.21,27.38,81.59,126.49,13.08,20.1,43.56,53.59,57.38,99.72,73.71,239.31,134.19,101.94,72.76,140.38,46.46,87.16,40.31,56.59,67.33,27.15,73.47,64.58,51.56,50.28,80.36,101.12,33.44,34.49,43.42
1522209600000,76.16,70.75,49.19,106.94,9.25,79.73,78.4,238.28,26.89,55.7,47.29,73.15,69.05,112.22,25.94,25.86,21.84,27.08,31.56,25.03,59.92,37.72,50.23,73.84,43.54,42.94,62.05,46.65,31.68,21.66,125.73,85.35,99.56,12.73,105.98,65.16,102.98,185.02,76.29,38.99,108.08,261.62,152.67,144.79,118.49,133.99,150.31,121.0,188.12,75.45,57.05,35.77,13.07,47.43,59.88,116.86,67.36,337.08,23.47,114.31,23.35,37.49,50.6,73.5,157.25,98.23,22.15,54.8,20.36,42.13,83.53,30.73,15.36,102.19,143.54,176.23,46.64,259.83,19.36,102.64,11.29,36.69,112.81,121.31,65.4,45.4567,12.22,27.25,81.48,125.43,13.04,20.67,43.77,53.74,57.75,99.79,75.56,238.64,133.88,101.94,72.73,139.6,46.14,87.01,40.23,55.87,66.02,27.2,73.22,64.15,52.27,50.26,80.79,99.89,33.06,34.26,43.87
1522296000000,77.53,71.7,49.69,107.25,9.37,79.93,78.44,241.4,25.75,56.01,48.28,73.69,69.68,112.82,26.22,27.5,22.02,27.56,32.04,25.31,60.68,38.34,51.52,75.45,44.88,43.35,64.28,47.24,32.15,21.98,125.79,85.64,99.66,12.73,106.74,65.88,103.19,187.57,77.01,39.49,109.34,265.37,155.07,146.86,119.96,136.09,151.83,121.88,190.57,75.47,54.63,35.85,13.56,47.89,60.39,117.39,68.57,341.73,24.4,115.99,23.87,37.56,48.76,76.2,160.13,99.48,22.74,54.88,19.57,40.96,83.56,30.3,15.41,104.28,152.82,180.05,44.68,263.15,18.33,105.48,11.74,36.27,113.05,121.9,67.34,47.9733,11.85,27.5,84.78,130.73,13.09,18.53,44.25,54.37,58.15,101.05,75.47,242.08,135.72,103.18,73.63,141.88,46.98,87.73,40.79,56.94,67.41,27.57,74.29,65.42,52.63,50.53,81.4,101.29,34.04,35.22,44.3
1522641600000,76.08,70.26,49.0,106.9,9.3,79.72,78.36,236.15,24.94,54.75,47.41,72.84,68.72,112.23,26.06,25.82,21.64,27.17,31.56,24.99,59.46,37.45,50.15,74.18,44.17,42.75,60.37,46.21,32.48,22.23,127.26,84.96,99.06,12.89,102.52,64.87,103.12,183.17,75.25,38.14,107.03,259.21,151.32,143.47,117.32,132.8,148.13,119.36,185.51,74.43,52.98,35.61,13.99,46.9,59.21,116.99,66.91,333.64,25.28,113.3,23.3,37.28,51.52,71.82,155.51,97.3,22.48,54.82,20.86,42.82,83.49,30.99,15.65,100.46,135.12,173.17,47.72,257.47,19.86,100.72,11.15,36.19,112.87,121.88,62.56,43.7133,12.7,25.98,79.23,121.76,12.74,21.18,43.59,53.53,57.38,98.76,74.45,236.48,132.63,100.91,72.17,138.4,46.29,83.85,39.5,55.7,66.06,26.96,72.76,63.86,51.34,50.14,79.55,98.43,33.63,34.03,43.13
1522728000000,77.03,71.01,49.36,106.78,9.37,79.63,78.28,240.15,25.91,55.74,47.88,73.22,69.16,112.31,26.46,27.46,21.89,27.34,31.76,25.23,60.21,37.94,51.27,75.56,43.81,43.11,62.46,46.93,32.0,21.91,126.3,85.2,99.26,12.79,102.9,65.33,102.79,185.7,76.38,38.72,108.48,262.58,153.17,145.27,118.93,134.34,150.25,121.06,187.78,74.92,55.3,35.68,13.37,47.59,60.04,116.68,67.54,338.22,24.32,114.77,23.79,37.14,50.4,73.36,157.26,98.47,22.62,54.73,19.83,41.74,83.45,30.6,15.46,102.31,142.86,176.45,45.96,260.77,19.24,103.22,11.39,36.72,112.8,120.94,65.05,45.18,12.21,26.28,83.24,126.37,12.81,19.85,43.93,53.98,57.79,100.09,75.08,239.48,134.28,102.32,72.93,139.97,46.74,84.35,40.04,56.49,67.47,27.33,73.77,64.49,52.02,50.31,80.76,99.68,33.93,34.61,43.69
1522814400000,76.86,71.51,49.49,106.82,9.35,79.63,78.28,242.46,26.14,55.79,47.9,73.45,69.4,112.44,26.43,27.37,22.04,27.43,31.82,25.24,60.27,38.09,52.62,74.59,43.79,43.23,64.23,46.89,31.9,21.87,126.45,85.39,99.38,12.81,105.89,65.5,102.73,187.34,77.34,40.52,109.59,265.63,155.11,146.94,120.09,136.13,152.16,122.5,190.55,75.76,55.81,35.77,13.26,48.08,60.73,116.68,67.65,341.13,24.08,116.14,23.82,37.15,48.88,75.26,159.74,99.62,22.82,54.75,19.25,40.82,83.4,30.24,15.38,103.56,148.31,178.72,44.36,263.56,18.33,105.54,11.49,36.85,112.74,120.69,67.4,47.3167,11.75,26.3,85.59,130.76,12.82,19.33,44.03,54.07,57.9,101.28,75.87,242.24,135.79,103.51,73.51,141.63,46.89,87.22,41.36,56.86,67.38,27.62,74.09,65.39,52.83,50.42,81.91,101.51,34.11,34.63,44.9
1522900800000,77.05,72.02,49.83,106.67,9.49,79.52,78.23,244.91,25.78,56.41,48.02,73.82,69.86,112.4,26.6,28.82,22.06,27.8,32.21,25.26,60.57,38.22,52.69,74.73,44.08,43.64,65.45,46.99,32.06,21.97,125.8,85.46,99.48,12.74,104.17,65.95,102.47,188.76,78.17,41.22,110.43,267.48,156.08,147.94,120.97,137.08,153.42,123.6,191.75,75.83,54.94,35.8,13.45,48.4,61.12,116.72,67.83,343.75,24.26,117.14,24.44,37.24,48.32,76.48,160.65,100.26,22.85,54.6,18.67,40.23,83.42,30.03,15.45,102.42,143.75,176.89,43.44,265.64,18.05,107.06,11.69,37.4,112.42,119.79,69.06,48.06,11.46,26.34,88.04,133.42,12.83,18.3,44.36,54.43,58.44,101.83,75.84,243.99,136.74,104.21,73.9,142.69,46.99,85.47,41.76,57.92,68.59,27.84,74.84,65.66,52.96,50.82,81.85,102.87,34.87,35.62,45.26
